Author ID,Date Created,Number of Likes,Number of Replies,Source of Tweet,Tweet
1651563716109017088,2024-11-19 02:19:13+00:00,0,0,,@jgjcouple makin panas dong jogja
1499772584765771778,2024-11-19 02:10:48+00:00,0,0,,"Loh loh loh kok iso 🤣
Jogja panas yaa 🔥🔥"
1402312291,2024-11-18 16:48:34+00:00,0,1,,"@zharki2018 Iya bang, harganya up to 3jtaan dan kemarin pas musim panas top seller di Jogja"
1858528741561163776,2024-11-18 15:26:48+00:00,2,0,,"Bulan lalu aku habis main-main ke Solo. Walaupun panas terik mataharinya serasa diatas kepala tapi SERUUUUU BANGETTTTT✨

Kalian harus coba deh guys jalan-jalan krlan Jogja-Solo🍓🍰 https://t.co/GSYEE7IwVD"
101486073,2024-11-18 14:20:21+00:00,0,0,,Dari jogja ujan badai sampe sumuk alhamdulillah skrg aku bisa melihat wujud web oren gblk itu 😭😭😭 menyala sabarku https://t.co/UGIa8CDpkZ
1172174558863884289,2024-11-18 13:15:25+00:00,0,0,,@chilledju Jogja sumuk
552401320,2024-11-18 11:49:16+00:00,0,0,,"Tetap nyaman dan enjoy keindahan Jogja walau panas! 🌞 #JogjaPanas #TipsSehat

Sumber:
https://t.co/aMapemN0FY"
2680197410,2024-11-18 10:20:04+00:00,0,3,,"jogja namanya aja ujan, suhunya ttp panas anjer"
1292820027494694913,2024-11-18 08:57:30+00:00,3,1,,Pagi sampe siang panas poll nii jogja tbtb ujan deres + angin langsung ☺ sejuk seketika
3070128368,2024-11-18 08:40:38+00:00,1,4,,"ini Jogja ujannya ga rata bgt pls, masa utara ujan deres selatan panas terik😭"
1771929469940543488,2024-11-18 08:24:26+00:00,0,0,,jogja aneh bngt kek beneran ada pembatas antara ujan sama panas terik…
1224506937577881600,2024-11-18 08:16:00+00:00,0,0,,"cuaca jogja gajelas anjir masa ugm hujan deras, di rumahku panas??"
1348973847962259457,2024-11-18 07:54:41+00:00,0,0,,kondisi muka sehabis perjalanan 36km dan keslomot panas jogja https://t.co/2zNpIZeLED
1334268589960953858,2024-11-18 07:44:54+00:00,0,1,,"Jok panas, terik bgt matahari Jogja, dan nih tukang parkir nguji kesabaran. Akhirnya gue memutuskan untuk jalan aja, eh diteriakin anjg kata2nya ngatain bgt lah. Gue mundurin motor, gue bacotin langsung.

Bapak2 nya langsung diem, dikira gue g berani apa ya 🥴 trus minta maaf dia"
1780568623826042880,2024-11-18 07:33:29+00:00,1,0,,"@squashdel Jogja rintik2
Mendung panas"
845235899763875841,2024-11-18 07:24:07+00:00,1,0,,Jogja panas banget
1586300712073379840,2024-11-18 07:05:27+00:00,0,0,,"Sleman jogja, panas tapi hujan"
790463588410556416,2024-11-18 06:33:21+00:00,14,2,,Panas bngt jogja
1241369867451633665,2024-11-18 06:07:23+00:00,5,1,,"Porsenigama band kemarin seru sekali, tapi panas bgt zuzur (btw di jogja mataharinya ada 20) https://t.co/kXZbxLseLi"
1716269490936360960,2024-11-18 06:04:30+00:00,0,0,,jogja panas amat https://t.co/nr5mgaBdG1
1755060823662415872,2024-11-18 06:02:05+00:00,1,6,,jogja panas banget
1151855605830701057,2024-11-18 05:38:58+00:00,9,12,,"Alterjog pengen numpang kos ac an atau ada yang pesan room, panas banget jogja 😭😭
-f*"
1607895276144168961,2024-11-18 04:15:07+00:00,0,0,,eh anjir jogja panas bgt
1161751591763922945,2024-11-18 02:01:56+00:00,0,0,,RT @wannabesugdad: gabut anj di kosan mulu tapi jogja panas banget kalo maen siang siang🙃 https://t.co/qD8wxPOUL8
1677748667518955521,2024-11-18 00:21:45+00:00,1,0,,GOBLOGGGG JOGJA PANAS BANGET ANJGGG
262538896,2024-11-17 22:59:22+00:00,0,0,,"di Jogja mengeluh panas
di Bandung mengeluh dingin
maunya apa"
2328479906,2024-11-17 19:29:36+00:00,0,0,,"RT @joddie_rose: unlock new destination
When in jogjakarta, monggo mampir di rumah joglo asli kuno yg masih full set dgn pelataran luas, mi…"
1940452248,2024-11-17 13:19:00+00:00,0,0,,"@nndiii_ @prabu_yudianto Kalau panas karena perubahan iklim bang, ini aja Kaliurang ga seadem dulu. Kaum UMR mau beli  AC mahal juga nambah dampak lagi ke lingkungan, buat rumah desain adem juga ga nyandak. Yg rusak rang kaya nambang Kalimantan nimbun tanah DIY, wong kere Jogja malah jadi korban iklim."
2946822918,2024-11-17 13:05:15+00:00,0,2,,"@0xmaam511maam @ghavaji Entahlah , padahal pengen pagi biar gk panas.. malah agak siang 😭

Aku juga punya cerita lucu dan sedikit malu²in  waktu di pabrik bakpia... Tapi biar jadi kenang2an ku sendiri dari Jogja 😭🤣"
1460772077800095747,2024-11-17 12:59:07+00:00,2,1,,"@prabu_yudianto makin kumuh dan panas kaya jkt sekarang, gatau 5 atau 10 tahun lagi Jogja jadi kaya apa"
1684317498404139008,2024-11-17 12:03:25+00:00,0,0,,"@merapi_uncover wah wess, wong ra kanggo tenan iki, di stempel nganggo wesi panas jidate pak, ben ra iso mlebu jogja meneh pak wong wong ngene ki."
1613144877516337153,2024-11-17 11:58:13+00:00,0,0,,"busett ini jebres sampe jogja berdiri, kakiku panas jir https://t.co/OXE0UyloZm"
268712362,2024-11-17 10:52:38+00:00,0,0,,"RT @Lfittt: Dengan harga yang ga jauh beda, aku menyarankan bobo di Kartiko Palagan Exclusive kalo ke Jogja. Under 200k udah bisa netflix n…"
1712803005681311744,2024-11-17 10:03:41+00:00,0,1,,padahal di rumahku panas bgt tp aku ngerasa b ajaa?? keknya udh terbiasa kena panas jogja jdi kalo di rumah ga ada apa”nya😭
550635535,2024-11-17 07:12:41+00:00,0,0,,"Jogja gerah banget, kayanya mau hujan~"
354117934,2024-11-17 06:42:11+00:00,0,0,,@melaardhi Enak dong mendung syahdu. Jogja lagi panas bet :(((
127752512,2024-11-17 06:38:40+00:00,0,0,,"@SmgMenfess Jogja akhir2 ini suka hujan nder kalo udah siang gitu. Jd kalo mau main di luar jgn sampe di atas jam 1an. Tp kadang ya bisa panas sampe agak sore. Kalo mau main bisa ke museum Senobudoyo, Tamansari, Kampung Wisata Prenggan Kotagede."
1549399206556798982,2024-11-17 06:25:05+00:00,0,2,,niat baik pergi makan ramen terpatahkan setelah kaki kena sinar matahari jogja😭🙏🏻 maaf aku skip di kosan aja udah panas banget anj
1855048592882647040,2024-11-17 05:55:53+00:00,1,2,,panas bgt jogja... mana hujannya....
3171695214,2024-11-17 05:35:08+00:00,0,2,,"Ya allah panas bgt, hijrah dr klaten ke jogja tengah hari bolong😭"
1120633051375996930,2024-11-17 05:23:56+00:00,2,0,,"jogja panas jg ya gusy, tp msh panasan sby kok😊 https://t.co/nhvBO2wTBx"
117740487,2024-11-17 05:16:39+00:00,0,2,,"Yaa Allah jogja panas banget ya, alhamdulillah bisa early checkin :') https://t.co/mMR9CWPLnK"
1644763701772427264,2024-11-17 05:11:08+00:00,0,0,,Jogja panas 🔥
1807085535439302657,2024-11-17 04:56:00+00:00,0,0,,eh gila ya jogja panas bgt
1581825467984007169,2024-11-17 04:53:50+00:00,0,0,,"aku kan habis keluar toh, edan tenan ki jogja panas e pol"
1676777509336268800,2024-11-17 04:19:09+00:00,0,1,,huft jogja panas gila
73917013,2024-11-17 03:58:43+00:00,0,0,,Jogja panas benerrr
2400737046,2024-11-17 02:32:05+00:00,2,0,,Jogja panas banget🥵
1788264733688373248,2024-11-17 02:21:40+00:00,2,0,,@theyyupie Kak aku jual tumblr Eiger warna Lilac 150rb aja bisa untuk panas dingin -+ 7jam-8jam . Lokasi jogja bisa cod jauh Shopee yaa. Thankyouuu https://t.co/gduTnAkSPF
1408282669423546368,2024-11-17 01:52:50+00:00,0,6,,di jogja jam segini udh panas bgt gkuatt
1013790800122077184,2024-11-16 17:42:46+00:00,3,1,,"pagi-siang dokum tennis dengan panas jogja membara, sore tidur sekre saat badai petir, malam dokum gmco. sangat happy dengan experience hari ini walaupun lemes"
1671572162271137792,2024-11-16 16:14:32+00:00,0,1,,"@TehAngetT4war @rntksnduu Benr, jgn mau mas. Nanti kita pamerin pertemuan kita biar dia makin panas buat dateng ke jogja wkwk"
1635093686450044928,2024-11-16 16:06:50+00:00,0,0,,"belom kelar permasalahan backacne gw, chestacne gw malah makin parah dan tiba2 muncul eksim???? im afraid this is because of udara jogja yg humid dan panas bgt tapi gw tiap hari mandi tetep pake air panas selama semingguan. beda kalo di bdg yg selalu mandi pake air dingin"
1788264733688373248,2024-11-16 15:54:35+00:00,0,4,,@theyyupie Kak aku jual tumblr Eiger bisa untuk panas dingin -+ 7jam . Lokasi jogja bisa cod jauh Shopee yaa. Thankyouuu https://t.co/WRxk7y3wm5
1515000244399837185,2024-11-16 15:40:17+00:00,0,0,,Jogja cen lagi sumuk hawane https://t.co/kPMu0ZD18B
1357216519,2024-11-16 12:58:34+00:00,1,0,,"to my 5 yo :
maap ye kita kaga masuk ugm susah jirr lagian jogja panas"
1765362918286368768,2024-11-16 12:33:04+00:00,2,1,,bandung penak dingin ga kayak jogja panas poll. trs bangunan2nya estetik
1364116242496282627,2024-11-16 12:27:12+00:00,0,0,,Jogja panas makin panas lihat photo event ☺️
1032431070896054272,2024-11-16 11:42:17+00:00,0,0,,Hari ini malah dilanjut part 2🤣🫵🏻 mana jogja puanas pol. Kena prank jg hujan deres trs maju gaada 1 km langsung terang (agak nyesel harusnya minggir aja lepas mantol soalnya SUMUK) https://t.co/fidJp3Zfd9 https://t.co/nU849kBdOL
1651999973922476034,2024-11-16 11:16:53+00:00,0,0,,@jagoanuma jogja panas y
978600714422267904,2024-11-16 11:13:22+00:00,0,0,,wkwkwk jogja emang panas banget https://t.co/dkjeY5EB6s
81554780,2024-11-16 10:27:42+00:00,0,0,,… balikin saja ke daerah asal selama gak pernah ada kapoknya. Masih banyak org yg mau ke jogja niat baik dan ngga ngrusak. Ndherek Ngarso Dalem saged dipun damel JOGJA mboten sumuk malih 🙏🙂 https://t.co/wpCSfVBRsI
1740601409530368001,2024-11-16 10:25:35+00:00,0,0,,jogja hujan tapi ntah kenapa tetep panas
87945839,2024-11-16 10:01:33+00:00,0,0,,"Dua hari wisata di jogja alhamdulillah pas cuaca panas jd semua bisa terlaksana dgn baik. Termasuk trip vw borobudur yg aku udh booking juga bs terlaksana. Pdhl udh aku disclaimer ke ownernya klo mendung bakal tak cancel 😅
Hari ini jebule jogja hujan angin ya"
83499303,2024-11-16 09:15:16+00:00,0,1,,"@abcdefghijklive Dsni masih sumuk 😔
Pdhl jogja wes badai"
1560870231488155649,2024-11-16 09:05:19+00:00,0,0,,"Oy pln jogja, kt gw lu nyalain dah listriknya gw lg TO tbtb matlis kn kambink yak mana panas kyk neraka wlpun ujan kambink kambinkk"
1550182117455278080,2024-11-16 08:58:03+00:00,0,0,,"@tanyakanrl Bali, meskipun panas. Tpi buat gue yg tigl di jabodetabek dan udh prnh kebandung yaa ngapain ke bandung? Macet macetan, pemandangan nya jg yeah so so. Dripada pda bandung mendinv jogja sekalian"
1853255838066266112,2024-11-16 08:25:56+00:00,0,1,,"@CESTCOMCAS ⠀

Padahal 11 12 sama Jakarta tapi versi agak panas dikit. Pernah, sering malahan. Rumah lo Jogja daerah mana? Kalau buat kerja enak-enak aja sih. Cuma samping kanan kiri gue isinya pasangan semua hahaha.

⠀"
18930691,2024-11-16 07:52:46+00:00,0,1,,"Hampir 20th di Jogja, area Bulaksumur dsk tu kalo musim begini anomali. Dulu 2009 pernah badai tp cm di area Sekip doang. Dmn² panas, disini hujan gede banjir². Ajaib mmg..."
1521687998521241600,2024-11-16 07:42:55+00:00,3,1,,"Jogja hujannnya deres banget, biasanya panas tapi kali ini dingin banget"
1490081702,2024-11-16 07:32:43+00:00,1,0,,"KOST PUTRI dgn harga 
type A Rp.1.900.000; 
type B Rp.2:050.000
fas: Ac,Tv,Air panas,full furnis.
Lok: Jln pogung raya jogja
silahkan apabila minat lngsung cek lokasi atau hubungi kami.
No ; +62 812-6636-3823
@satmenwaugm  @MahasiswaUGM49 @artotelgroup @rei_journeys25 https://t.co/bAgg785zxC"
145597014,2024-11-16 07:14:09+00:00,0,0,,"Jogja kota udyan dueres, kabupaten kebagian sumuk maksimal dan mendung doang 4 hari ini. 😩"
1840775762485673985,2024-11-16 06:47:08+00:00,1,0,,"jogja moodswing bgt, abis panas menyala, skrg ujan 🙂"
1167638427468099584,2024-11-16 06:34:23+00:00,1,1,,"@kalishatio Oh bukan ternyata wkwk btw welcome to Jogja , btw emg dari tadi panas makanya skrg hujan"
1352536888196755456,2024-11-16 06:32:27+00:00,0,1,,@kleenaur iya anjir klaten panas cok pdhl jogja hujan
1223871992236871681,2024-11-16 05:30:00+00:00,0,0,,"klo ada yg bilang jogja panas, engga ajg klaten lebih panasss jancokkmkmkkk"
1595372548623339520,2024-11-16 05:23:23+00:00,2,1,,"JOGJA PANAS BGT WOYYY, PDHL UDAH KIPASAN DI KOS TETEP PANAS"
1372541843171274752,2024-11-16 05:22:24+00:00,0,0,,jogja mulai deh gerah banget ih males
